date,username,ticker,series,action,side,shares,price,fee,pnl,executed_at,fill_cap_applied
2026-09-20,longshot-lotto,KXMIDTERMMOV-OHSEND-P8,KXMIDTERMMOV,enter,YES,11.77,0.17,0.1163,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-OHSENR-P6,KXMIDTERMMOV,enter,YES,33.17,0.12,0.2452,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-PA05D-P47,KXMIDTERMMOV,enter,YES,2,0.16,0.0189,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-PA13R-P50,KXMIDTERMMOV,enter,YES,3.5,0.2,0.0392,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-PA16R-P30,KXMIDTERMMOV,enter,YES,8,0.2,0.0896,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TN03R-P40,KXMIDTERMMOV,enter,YES,10.5,0.17,0.1038,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX08R-P30,KXMIDTERMMOV,enter,YES,11.5,0.2,0.1288,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX21R-P24,KXMIDTERMMOV,enter,YES,20,0.16,0.1882,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX22R-P24,KXMIDTERMMOV,enter,YES,20,0.22,0.2403,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX24R-P21,KXMIDTERMMOV,enter,YES,20,0.16,0.1882,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX25R-P27,KXMIDTERMMOV,enter,YES,20,0.14,0.1686,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX27R-P24,KXMIDTERMMOV,enter,YES,20,0.13,0.1584,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX31R-P26,KXMIDTERMMOV,enter,YES,20,0.17,0.1976,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TX32R-P18,KXMIDTERMMOV,enter,YES,20,0.23,0.248,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-TXSENR-P7,KXMIDTERMMOV,enter,YES,21.1,0.12,0.156,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-VA07D-P20,KXMIDTERMMOV,enter,YES,2,0.18,0.0207,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMMOV-VA10D-P25,KXMIDTERMMOV,enter,YES,2,0.15,0.0179,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMVOTETURN-ORSEN-2200000,KXMIDTERMVOTETURN,enter,YES,12.7,0.16,0.1195,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMVOTETURN-SDGOV-400000,KXMIDTERMVOTETURN,enter,YES,15.82,0.19,0.1705,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMVOTETURN-WIGOV-3000000,KXMIDTERMVOTETURN,enter,YES,3,0.23,0.0372,,yes_ask,yes
2026-09-20,longshot-lotto,KXMIDTERMVOTETURN-WIGOV-3200000,KXMIDTERMVOTETURN,enter,YES,13.6,0.11,0.0933,,yes_ask,yes
2026-09-20,longshot-lotto,KXMNSENGOVCOMBO-26NOV-REPDEM,KXMNSENGOVCOMBO,enter,YES,11.1,0.06,0.0439,,yes_ask,yes
2026-09-20,longshot-lotto,KXNJONTIME-26NOV30-T90,KXNJONTIME,enter,YES,0.7,0.18,0.0073,,yes_ask,yes
2026-09-20,longshot-lotto,KXNYCCORPORATETAX-27JAN01,KXNYCCORPORATETAX,enter,YES,1.3,0.08,0.0067,,yes_ask,yes
2026-09-20,longshot-lotto,KXNYCSUBWAY-26OCT31-A4400000,KXNYCSUBWAY,enter,YES,12.4,0.17,0.1225,,yes_ask,yes
2026-09-20,longshot-lotto,KXOHSENGOVCOMBO-26NOV-REPREP,KXOHSENGOVCOMBO,enter,YES,5.5,0.27,0.0759,,yes_ask,yes
2026-09-20,longshot-lotto,KXSENATEREC-26JUN-26DEC01,KXSENATEREC,enter,YES,14.49,0.14,0.1222,,yes_ask,yes
2026-09-20,longshot-lotto,KXSTATELEG-GASEN26-D,KXSTATELEG,enter,YES,0.04,0.1,0.0003,,yes_ask,yes
2026-09-20,longshot-lotto,KXTXHOUSEDEMSEATS-26NOV03-A13,KXTXHOUSEDEMSEATS,enter,YES,5.5,0.19,0.0593,,yes_ask,yes
2026-09-20,longshot-lotto,KXTXHOUSEDEMSEATS-26NOV03-E11,KXTXHOUSEDEMSEATS,enter,YES,8.4,0.21,0.0976,,yes_ask,yes
2026-09-20,longshot-lotto,KXVAHOUSEDEM-26NOV03-9,KXVAHOUSEDEM,enter,YES,8.31,0.12,0.0615,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYAZ26PIMAKHOB-68,KXVOTECOUNTY,enter,YES,36.36,0.2,0.4073,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYIL26COOKJPRI-80,KXVOTECOUNTY,enter,YES,44,0.18,0.4547,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYIL26COOKJPRI-84,KXVOTECOUNTY,enter,YES,34.35,0.06,0.1357,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYNV26CLARKAFOR-56,KXVOTECOUNTY,enter,YES,109,0.21,1.2659,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYNY26NEWYORKKHOC-88,KXVOTECOUNTY,enter,YES,111.74,0.07,0.5092,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYNY26QUEENSKHOC-70,KXVOTECOUNTY,enter,YES,20,0.25,0.2625,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYNY26QUEENSKHOC-72,KXVOTECOUNTY,enter,YES,76.85,0.12,0.5681,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYPA26ALLEGHENYJSHA-76,KXVOTECOUNTY,enter,YES,20,0.23,0.248,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-GOVPARTYWI26MILWAUKEEDCRO-78,KXVOTECOUNTY,enter,YES,32.85,0.17,0.3245,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEGA26FULTONJOSS-80,KXVOTECOUNTY,enter,YES,74.17,0.2,0.8308,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEGA26GWINNETTJOSS-68,KXVOTECOUNTY,enter,YES,39.1,0.12,0.2891,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEIA26LINNJTUR-62,KXVOTECOUNTY,enter,YES,20,0.23,0.248,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEIA26LINNJTUR-64,KXVOTECOUNTY,enter,YES,40,0.11,0.2742,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEIA26POLKJTUR-64,KXVOTECOUNTY,enter,YES,171.93,0.15,1.5345,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATEIA26SCOTTJTUR-58,KXVOTECOUNTY,enter,YES,62,0.13,0.4909,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATENC26MECKLENBURGRCOO-74,KXVOTECOUNTY,enter,YES,80.21,0.09,0.4599,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATETX26DALLASJTAL-72,KXVOTECOUNTY,enter,YES,110.47,0.19,1.1901,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATETX26JTAL-66,KXVOTECOUNTY,enter,YES,45,0.08,0.2319,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATETX26TRAVISJTAL-80,KXVOTECOUNTY,enter,YES,110.58,0.13,0.8755,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTECOUNTY-SENATETX26WEBBJTAL-64,KXVOTECOUNTY,enter,YES,208.3,0.12,1.5398,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYAL-26DJON-48,KXVOTEGENERAL,enter,YES,22.58,0.17,0.2231,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYAL-26DJON-50,KXVOTEGENERAL,enter,YES,44,0.13,0.3484,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYAL-26DJON-52,KXVOTEGENERAL,enter,YES,20.47,0.13,0.1621,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYIA-26RSAN-56,KXVOTEGENERAL,enter,YES,2.82,0.21,0.0328,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYIA-26RSAN-58,KXVOTEGENERAL,enter,YES,3.48,0.12,0.0258,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYSC-26JJOH-46,KXVOTEGENERAL,enter,YES,0.47,0.2,0.0053,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-GOVPARTYWI-26DCRO-60,KXVOTEGENERAL,enter,YES,20,0.12,0.1479,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-HOUSEVA2-26JKIG-52,KXVOTEGENERAL,enter,YES,20.7,0.14,0.1745,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NE03-26BSTI-28,KXVOTEGENERAL,enter,YES,20,0.19,0.2155,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NE03-26BSTI-30,KXVOTEGENERAL,enter,YES,20,0.09,0.1147,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NY24-26KEST-1,KXVOTEGENERAL,enter,YES,0.5,0.06,0.002,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NY24-26KEST-2,KXVOTEGENERAL,enter,YES,0.5,0.06,0.002,,yes_ask,yes
2026-09-20,longshot-lotto,KXVOTEGENERAL-SENATEMT26SBOD-40,KXVOTEGENERAL,enter,YES,39.76,0.13,0.3148,,yes_ask,yes
2026-09-21,longshot-lotto,GOVPARTYTN-26-D,GOVPARTYTN,enter,YES,146.81,0.06,0.5797,,yes_ask,yes
2026-09-21,longshot-lotto,HOUSECA13-26-R,HOUSECA13,enter,YES,0.25,0.096,0.0016,,yes_ask,yes
2026-09-21,longshot-lotto,HOUSEVA2-26-R,HOUSEVA2,enter,YES,1.8,0.2,0.0202,,yes_ask,yes
2026-09-21,longshot-lotto,HOUSEWA3-26-R,HOUSEWA3,enter,YES,293.51,0.1,1.8492,,yes_ask,yes
2026-09-21,longshot-lotto,KXAPCALLSENATE-26AUG20-NOV0311P,KXAPCALLSENATE,enter,YES,1.1,0.17,0.0109,,yes_ask,yes
2026-09-21,longshot-lotto,KXATTYGENAZ-26-R,KXATTYGENAZ,enter,YES,0.09,0.29,0.0013,,yes_ask,yes
2026-09-21,longshot-lotto,KXBERNIEENDORSE-26NOV03-GHIN,KXBERNIEENDORSE,enter,YES,0.52,0.08,0.0027,,yes_ask,yes
2026-09-21,longshot-lotto,KXCASESSION-27JAN01-AL1,KXCASESSION,enter,YES,20,0.19,0.2155,,yes_ask,yes
2026-09-21,longshot-lotto,KXCLOSESTGOVERNOR-27JAN20-GA,KXCLOSESTGOVERNOR,enter,YES,2.35,0.12,0.0174,,yes_ask,yes
2026-09-21,longshot-lotto,KXCLOSESTGOVERNOR-27JAN20-KS,KXCLOSESTGOVERNOR,enter,YES,5.94,0.078,0.03,,yes_ask,yes
2026-09-21,longshot-lotto,KXDESANTISRUN-28-27JAN01,KXDESANTISRUN,enter,YES,3.1,0.13,0.0246,,yes_ask,yes
2026-09-21,longshot-lotto,KXENDORSECOLLINS-26NOV03-JFET,KXENDORSECOLLINS,enter,YES,20.93,0.14,0.1764,,yes_ask,yes
2026-09-21,longshot-lotto,KXENDORSECOLLINS-26NOV03-JGOL,KXENDORSECOLLINS,enter,YES,2,0.09,0.0115,,yes_ask,yes
2026-09-21,longshot-lotto,KXFOURSTATESEN-26NOV03-FFFF,KXFOURSTATESEN,enter,YES,1.9,0.16,0.0179,,yes_ask,yes
2026-09-21,longshot-lotto,KXFOURSTATESEN-26NOV03-FTFF,KXFOURSTATESEN,enter,YES,16.9,0.1,0.1065,,yes_ask,yes
2026-09-21,longshot-lotto,KXFOURSTATESEN-26NOV03-FTFT,KXFOURSTATESEN,enter,YES,4.9,0.076,0.0241,,yes_ask,yes
2026-09-21,longshot-lotto,KXFOURSTATESEN-26NOV03-TTFF,KXFOURSTATESEN,enter,YES,36.77,0.15,0.3282,,yes_ask,yes
2026-09-21,longshot-lotto,KXFOURSTATESEN-26NOV03-TTFT,KXFOURSTATESEN,enter,YES,0.1,0.1,0.0007,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-FL08-26-D,KXHOUSERACE,enter,YES,23.01,0.072,0.1077,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-FL26-26-D,KXHOUSERACE,enter,YES,0.3,0.1,0.0019,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-IN08-26-D,KXHOUSERACE,enter,YES,48.61,0.073,0.2303,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-NC08-26-D,KXHOUSERACE,enter,YES,5.2,0.067,0.0228,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-NC13-26-D,KXHOUSERACE,enter,YES,9.95,0.15,0.0889,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-OH12-26-D,KXHOUSERACE,enter,YES,0.1,0.099,0.0007,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-RI02-26-R,KXHOUSERACE,enter,YES,55.03,0.075,0.2673,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-TX04-26-D,KXHOUSERACE,enter,YES,0.2,0.089,0.0012,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSERACE-WV01-26-D,KXHOUSERACE,enter,YES,3,0.075,0.0146,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSETURNOUT-26NOV03-ABOVE125,KXHOUSETURNOUT,enter,YES,77.08,0.21,0.8952,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSEWINSTATE-SCD-A2,KXHOUSEWINSTATE,enter,YES,4.9,0.12,0.0363,,yes_ask,yes
2026-09-21,longshot-lotto,KXHOUSEWINSTATE-SCD-E2,KXHOUSEWINSTATE,enter,YES,7.9,0.21,0.0918,,yes_ask,yes
2026-09-21,longshot-lotto,KXINDCOUNT-27JAN03-AL3,KXINDCOUNT,enter,YES,5,0.1,0.0315,,yes_ask,yes
2026-09-21,longshot-lotto,KXKAMALARUN-28-27JAN01,KXKAMALARUN,enter,YES,57.6,0.09,0.3303,,yes_ask,yes
2026-09-21,longshot-lotto,KXLEAVEWALZ-27JAN01-TWAL-27JAN01,KXLEAVEWALZ,enter,YES,144.21,0.063,0.596,,yes_ask,yes
2026-09-21,longshot-lotto,KXLOSEREELECTIONRSEN-2026-4,KXLOSEREELECTIONRSEN,enter,YES,0.2,0.19,0.0022,,yes_ask,yes
2026-09-21,longshot-lotto,KXMARENTCONTROL-26,KXMARENTCONTROL,enter,YES,0.8,0.08,0.0042,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-AZGOVD-P14,KXMIDTERMMOV,enter,YES,1,0.2,0.0112,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-CO02D-P58,KXMIDTERMMOV,enter,YES,2,0.13,0.0159,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-FL03R-P26,KXMIDTERMMOV,enter,YES,6,0.21,0.0697,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-FL15D-P2,KXMIDTERMMOV,enter,YES,20,0.14,0.1686,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-GA06D-P65,KXMIDTERMMOV,enter,YES,2,0.14,0.0169,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-GA07R-P30,KXMIDTERMMOV,enter,YES,4,0.11,0.0275,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-GAGOVD-P7,KXMIDTERMMOV,enter,YES,5.1,0.15,0.0456,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-IL10D-P43,KXMIDTERMMOV,enter,YES,0.5,0.14,0.0043,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-KSGOVR-P20,KXMIDTERMMOV,enter,YES,0.5,0.094,0.003,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-ME02D-P9,KXMIDTERMMOV,enter,YES,5,0.19,0.0539,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-ME02R-P12,KXMIDTERMMOV,enter,YES,7.5,0.19,0.0808,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-MESEND-P13,KXMIDTERMMOV,enter,YES,5.02,0.074,0.0241,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-MESENR-P7,KXMIDTERMMOV,enter,YES,32.67,0.074,0.1568,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-MN04D-P51,KXMIDTERMMOV,enter,YES,2,0.22,0.0241,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NC10R-P22,KXMIDTERMMOV,enter,YES,60,0.19,0.6464,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NC13R-P18,KXMIDTERMMOV,enter,YES,16.9,0.17,0.167,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NC13R-P21,KXMIDTERMMOV,enter,YES,20,0.11,0.1371,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NC14R-P19,KXMIDTERMMOV,enter,YES,20,0.18,0.2067,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NHSEND-P12,KXMIDTERMMOV,enter,YES,0.1,0.21,0.0012,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NJ05D-P28,KXMIDTERMMOV,enter,YES,8.5,0.17,0.084,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NY17D-P12,KXMIDTERMMOV,enter,YES,2.5,0.12,0.0185,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-NY21R-P21,KXMIDTERMMOV,enter,YES,3,0.14,0.0253,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-OH01R-P1,KXMIDTERMMOV,enter,YES,20,0.16,0.1882,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-TN06R-P40,KXMIDTERMMOV,enter,YES,1,0.12,0.0074,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-TX16D-P45,KXMIDTERMMOV,enter,YES,4.5,0.12,0.0333,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-TX36R-P30,KXMIDTERMMOV,enter,YES,3.8,0.12,0.0281,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMMOV-TXGOVD-P3,KXMIDTERMMOV,enter,YES,0.2,0.11,0.0014,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMVOTETURN-MISEN-5600000,KXMIDTERMVOTETURN,enter,YES,18.9,0.15,0.1687,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMVOTETURN-NJSEN-3600000,KXMIDTERMVOTETURN,enter,YES,10,0.21,0.1162,,yes_ask,yes
2026-09-21,longshot-lotto,KXMIDTERMVOTETURN-WVSEN-670000,KXMIDTERMVOTETURN,enter,YES,6.1,0.09,0.035,,yes_ask,yes
2026-09-21,longshot-lotto,KXMILEAD-26AUG17-A40000,KXMILEAD,enter,YES,2.5,0.09,0.0144,,yes_ask,yes
2026-09-21,longshot-lotto,KXMINLEAD120-26NOV30-MJOH,KXMINLEAD120,enter,YES,0.05,0.17,0.0005,,yes_ask,yes
2026-09-21,longshot-lotto,KXNEWSOMRUN-28-27JAN01,KXNEWSOMRUN,enter,YES,1.35,0.14,0.0114,,yes_ask,yes
2026-09-21,longshot-lotto,KXNHSENGOVCOMBO-26NOV-REPREP,KXNHSENGOVCOMBO,enter,YES,0.5,0.19,0.0054,,yes_ask,yes
2026-09-21,longshot-lotto,KXNYCTAXMILLIONS-27JAN01,KXNYCTAXMILLIONS,enter,YES,77.78,0.068,0.3451,,yes_ask,yes
2026-09-21,longshot-lotto,KXPOLISOUT-26MAY-JAN01,KXPOLISOUT,enter,YES,0.01,0.09,0.0001,,yes_ask,yes
2026-09-21,longshot-lotto,KXSECSTATEAZ-26-R,KXSECSTATEAZ,enter,YES,0.13,0.18,0.0014,,yes_ask,yes
2026-09-21,longshot-lotto,KXSTATELEG-MNHOUSE26-R,KXSTATELEG,enter,YES,7.38,0.26,0.0994,,yes_ask,yes
2026-09-21,longshot-lotto,KXSTATELEG-NCSEN26-D,KXSTATELEG,enter,YES,2,0.12,0.0148,,yes_ask,yes
2026-09-21,longshot-lotto,KXSTPETERSBURGMAYOR-26-KWEL,KXSTPETERSBURGMAYOR,enter,YES,5.38,0.12,0.0398,,yes_ask,yes
2026-09-21,longshot-lotto,KXTAIPEIMAYOR-26NOV28-SPY,KXTAIPEIMAYOR,enter,YES,226.45,0.18,2.3397,,yes_ask,yes
2026-09-21,longshot-lotto,KXTUCKERTHIRDPARTY-27,KXTUCKERTHIRDPARTY,enter,YES,0.5,0.2,0.0056,,yes_ask,yes
2026-09-21,longshot-lotto,KXTXHOUSEDEMSEATS-26NOV03-E13,KXTXHOUSEDEMSEATS,enter,YES,0.5,0.14,0.0043,,yes_ask,yes
2026-09-22,longshot-lotto,GOVPARTYIA-26-R,GOVPARTYIA,enter,YES,1537.81,0.18,15.8887,,yes_ask,yes
2026-09-22,longshot-lotto,HOUSETX34-26-R,HOUSETX34,enter,YES,32.7,0.2,0.3663,,yes_ask,yes
2026-09-22,longshot-lotto,KXAKMOV-AKSENATE26NOV03-DSUL-P4,KXAKMOV,enter,YES,25,0.11,0.1714,,yes_ask,yes
2026-09-22,longshot-lotto,KXAKMOV-AKSENATE26NOV03-MPEL-P56,KXAKMOV,enter,YES,3.45,0.18,0.0357,,yes_ask,yes
2026-09-22,longshot-lotto,KXATTYGENCO-26-R,KXATTYGENCO,enter,YES,120,0.089,0.6811,,yes_ask,yes
2026-09-22,longshot-lotto,KXATTYGENFL-26-D,KXATTYGENFL,enter,YES,0.9,0.17,0.0089,,yes_ask,yes
2026-09-22,longshot-lotto,KXATTYGENOH-26-D,KXATTYGENOH,enter,YES,2,0.19,0.0216,,yes_ask,yes
2026-09-22,longshot-lotto,KXBERNIEENDORSE-26NOV03-DOSB,KXBERNIEENDORSE,enter,YES,1,0.17,0.0099,,yes_ask,yes
2026-09-22,longshot-lotto,KXCAWEALTHTAXMOVD-CAWEALTHTAX26NO-NO-P22,KXCAWEALTHTAXMOVD,enter,YES,217.5,0.09,1.247,,yes_ask,yes
2026-09-22,longshot-lotto,KXCAWEALTHTAXMOVD-CAWEALTHTAX26YES-YES-P16,KXCAWEALTHTAXMOVD,enter,YES,79.81,0.09,0.4576,,yes_ask,yes
2026-09-22,longshot-lotto,KXCLOSESTGOVERNOR-27JAN20-NV,KXCLOSESTGOVERNOR,enter,YES,1.2,0.09,0.0069,,yes_ask,yes
2026-09-22,longshot-lotto,KXDFGOV-26OCT25-ARRU,KXDFGOV,enter,YES,3.6,0.14,0.0304,,yes_ask,yes
2026-09-22,longshot-lotto,KXDSENATESEATSH-27-E55,KXDSENATESEATSH,enter,YES,717.18,0.07,3.2682,,yes_ask,yes
2026-09-22,longshot-lotto,KXDSENATEWON-26NOV03-AL21,KXDSENATEWON,enter,YES,72,0.07,0.3282,,yes_ask,yes
2026-09-22,longshot-lotto,KXEXITPOLL-WCOLMEN-REP,KXEXITPOLL,enter,YES,10,0.19,0.1078,,yes_ask,yes
2026-09-22,longshot-lotto,KXEXITPOLL-WSUBWOM-REP,KXEXITPOLL,enter,YES,10,0.14,0.0843,,yes_ask,yes
2026-09-22,longshot-lotto,KXFLINTMAYOR-26-TBUR,KXFLINTMAYOR,enter,YES,5.22,0.09,0.03,,yes_ask,yes
2026-09-22,longshot-lotto,KXGENERALCOUNTY-GOVPARTYNV-26-MINR,KXGENERALCOUNTY,enter,YES,20,0.11,0.1371,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-AL05-26-D,KXHOUSERACE,enter,YES,1,0.07,0.0046,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-FL02-26-D,KXHOUSERACE,enter,YES,0.4,0.098,0.0025,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-FL12-26-D,KXHOUSERACE,enter,YES,40.6,0.14,0.3422,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-IL08-26-R,KXHOUSERACE,enter,YES,105.14,0.093,0.6209,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-KS01-26-D,KXHOUSERACE,enter,YES,0.1,0.082,0.0006,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-NJ02-26-D,KXHOUSERACE,enter,YES,15.72,0.16,0.1479,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-NY01-26-D,KXHOUSERACE,enter,YES,5164.1,0.19,55.6329,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-OH05-26-D,KXHOUSERACE,enter,YES,1.1,0.07,0.0051,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-OH06-26-D,KXHOUSERACE,enter,YES,2.6,0.059,0.0102,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-OH08-26-D,KXHOUSERACE,enter,YES,3.3,0.12,0.0244,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-OH14-26-D,KXHOUSERACE,enter,YES,1.1,0.078,0.0056,,yes_ask,yes
2026-09-22,longshot-lotto,KXHOUSERACE-TX02-26-D,KXHOUSERACE,enter,YES,0.1,0.064,0.0005,,yes_ask,yes
2026-09-22,longshot-lotto,KXIHOUSEWON-26NOV03-AL2,KXIHOUSEWON,enter,YES,413.19,0.08,2.1288,,yes_ask,yes
2026-09-22,longshot-lotto,KXISENATEWON-26NOV03-AL2,KXISENATEWON,enter,YES,242.9,0.12,1.7956,,yes_ask,yes
2026-09-22,longshot-lotto,KXLASHERIFF-26-AVIL,KXLASHERIFF,enter,YES,60,0.12,0.4436,,yes_ask,yes
2026-09-22,longshot-lotto,KXLOSEREELECTIONRSEN-2026-3,KXLOSEREELECTIONRSEN,enter,YES,0.5,0.16,0.0048,,yes_ask,yes
2026-09-22,longshot-lotto,KXLOUISVILLEMAYOR-26-SPAR,KXLOUISVILLEMAYOR,enter,YES,7.81,0.06,0.0309,,yes_ask,yes
2026-09-22,longshot-lotto,KXMEGATSUNAMICOMBO-27FEB-240H54S,KXMEGATSUNAMICOMBO,enter,YES,379.27,0.15,3.385,,yes_ask,yes
2026-09-22,longshot-lotto,KXMESENGOVCOMBO-26NOV-REPREP,KXMESENGOVCOMBO,enter,YES,18.95,0.08,0.0977,,yes_ask,yes
