date,username,ticker,series,action,side,shares,price,fee,pnl,executed_at,fill_cap_applied
2026-09-22,favorite-cash,KXMIDTERMMOV-IAGOVD-P3,KXMIDTERMMOV,enter,YES,58.7,0.69,0.879,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-IL01D-P26,KXMIDTERMMOV,enter,YES,5,0.973,0.0092,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-LASENR-P11,KXMIDTERMMOV,enter,YES,20,0.81,0.2155,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA02D-P44,KXMIDTERMMOV,enter,YES,20.5,0.904,0.1246,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P42,KXMIDTERMMOV,enter,YES,0.5,0.998,0.0001,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P45,KXMIDTERMMOV,enter,YES,6.5,0.979,0.0094,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P48,KXMIDTERMMOV,enter,YES,28.5,0.979,0.0411,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P51,KXMIDTERMMOV,enter,YES,94.25,0.969,0.1982,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P54,KXMIDTERMMOV,enter,YES,136.7,0.967,0.3054,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P57,KXMIDTERMMOV,enter,YES,52.9,0.968,0.1148,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P60,KXMIDTERMMOV,enter,YES,104.6,0.968,0.2269,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MA05D-P63,KXMIDTERMMOV,enter,YES,224.05,0.949,0.7591,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MISEND-P1,KXMIDTERMMOV,enter,YES,31.86,0.67,0.4931,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MO02R-P3,KXMIDTERMMOV,enter,YES,8.6,0.66,0.1351,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-MO06R-P27,KXMIDTERMMOV,enter,YES,2.5,0.72,0.0353,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-NY09D-P41,KXMIDTERMMOV,enter,YES,4.2,0.84,0.0396,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-NY11R-P9,KXMIDTERMMOV,enter,YES,4,0.75,0.0525,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-SCGOVR-P10,KXMIDTERMMOV,enter,YES,1.55,0.77,0.0193,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-SCGOVR-P7,KXMIDTERMMOV,enter,YES,2.73,0.85,0.0244,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-SDGOVR-P18,KXMIDTERMMOV,enter,YES,1.13,0.77,0.0141,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-WA05R-P5,KXMIDTERMMOV,enter,YES,0.3,0.72,0.0043,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA08-164000,KXMIDTERMVOTETURN,enter,YES,87.3,0.94,0.3447,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA18-129000,KXMIDTERMVOTETURN,enter,YES,80,0.78,0.961,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA19-210000,KXMIDTERMVOTETURN,enter,YES,40,0.83,0.3951,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA19-220000,KXMIDTERMVOTETURN,enter,YES,20,0.79,0.2323,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA42-173000,KXMIDTERMVOTETURN,enter,YES,260,0.94,1.0265,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-CA48-210000,KXMIDTERMVOTETURN,enter,YES,40,0.69,0.599,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-ILSEN-3700000,KXMIDTERMVOTETURN,enter,YES,6.68,0.79,0.0776,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-MNSEN-2200000,KXMIDTERMVOTETURN,enter,YES,20,0.87,0.1584,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-MNSEN-2400000,KXMIDTERMVOTETURN,enter,YES,5,0.72,0.0706,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-MO05-250000,KXMIDTERMVOTETURN,enter,YES,1.26,0.7,0.0186,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-NYGOV-5800000,KXMIDTERMVOTETURN,enter,YES,24.5,0.88,0.1812,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMVOTETURN-WA03-330000,KXMIDTERMVOTETURN,enter,YES,3,0.72,0.0424,,yes_ask,yes
2026-09-22,favorite-cash,KXMISENGOVCOMBO-26NOV-DEMDEM,KXMISENGOVCOMBO,enter,YES,137.09,0.69,2.0527,,yes_ask,yes
2026-09-22,favorite-cash,KXREDISTRICTING-26-NC,KXREDISTRICTING,enter,YES,77.99,0.979,0.1123,,yes_ask,yes
2026-09-22,favorite-cash,KXRSENATEWON-26NOV03-AL15,KXRSENATEWON,enter,YES,55,0.89,0.377,,yes_ask,yes
2026-09-22,favorite-cash,KXRSENATEWON-26NOV03-AL16,KXRSENATEWON,enter,YES,55,0.71,0.7928,,yes_ask,yes
2026-09-22,favorite-cash,KXSECSTATEND-26NOV03-MHOW,KXSECSTATEND,enter,YES,0.1,0.95,0.0004,,yes_ask,yes
2026-09-22,favorite-cash,KXSECSTATEWI-26-D,KXSECSTATEWI,enter,YES,0.1,0.85,0.0009,,yes_ask,yes
2026-09-22,favorite-cash,KXSTATEBALLOTMEASURE-CO-I108,KXSTATEBALLOTMEASURE,enter,YES,16.57,0.73,0.2287,,yes_ask,yes
2026-09-22,favorite-cash,KXSTATELEG-WISEN26-D,KXSTATELEG,enter,YES,1,0.8,0.0112,,yes_ask,yes
2026-09-22,favorite-cash,KXTRUMPDEMDISTRICTS-26NOV03-AL19,KXTRUMPDEMDISTRICTS,enter,YES,20,0.92,0.1031,,yes_ask,yes
2026-09-22,favorite-cash,KXTRUMPDEMDISTRICTS-26NOV03-AL22,KXTRUMPDEMDISTRICTS,enter,YES,20,0.86,0.1686,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTECOUNTY-GOVPARTYFL26MIAMIDADEBDON-46,KXVOTECOUNTY,enter,YES,20.5,0.88,0.1516,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYAZ-26KHOB-50,KXVOTEGENERAL,enter,YES,10.6,0.89,0.0727,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYFL-26BDON-48,KXVOTEGENERAL,enter,YES,20.5,0.87,0.1623,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYMI-26JBEN-50,KXVOTEGENERAL,enter,YES,2.21,0.94,0.0088,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYNH-28KAYO-52,KXVOTEGENERAL,enter,YES,0.5,0.73,0.0069,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYSC-26JJOH-40,KXVOTEGENERAL,enter,YES,14.2,0.74,0.1913,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYTN-26MBLA-56,KXVOTEGENERAL,enter,YES,0.5,0.8,0.0056,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-GOVPARTYTN-26MBLA-58,KXVOTEGENERAL,enter,YES,0.5,0.7,0.0074,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEMO5-26ECLE-48,KXVOTEGENERAL,enter,YES,1,0.96,0.0027,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEMO5-26ECLE-50,KXVOTEGENERAL,enter,YES,1,0.92,0.0052,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEMO5-26ECLE-54,KXVOTEGENERAL,enter,YES,22,0.82,0.2274,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEMO5-26ECLE-56,KXVOTEGENERAL,enter,YES,0.5,0.74,0.0068,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-GA05-26NWIL-86,KXVOTEGENERAL,enter,YES,1.7,0.79,0.0198,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-ID01-26RFUL-62,KXVOTEGENERAL,enter,YES,0.5,0.86,0.0043,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-LA05-26DMCK-14,KXVOTEGENERAL,enter,YES,20.5,0.75,0.2691,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-MO02-26FWEL-38,KXVOTEGENERAL,enter,YES,2,0.94,0.0079,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-MO02-26FWEL-40,KXVOTEGENERAL,enter,YES,2.5,0.93,0.0114,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-WV01-26CMIL-66,KXVOTEGENERAL,enter,YES,20.5,0.76,0.2618,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEUT03-26CEAS-1,KXVOTEGENERAL,enter,YES,20,0.92,0.1031,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-KXHOUSEUT03-26CEAS-2,KXVOTEGENERAL,enter,YES,40,0.76,0.5108,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEAK-26DJSUL-2,KXVOTEGENERAL,enter,YES,0.2,0.9,0.0013,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEAK-26MPEL-48,KXVOTEGENERAL,enter,YES,41.5,0.7,0.6101,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATELA-26ABAR-56,KXVOTEGENERAL,enter,YES,0.5,0.77,0.0062,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEMT26ABAN-10,KXVOTEGENERAL,enter,YES,1,0.95,0.0034,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEMT26SBOD-20,KXVOTEGENERAL,enter,YES,14,0.99,0.0098,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEMT26SBOD-35,KXVOTEGENERAL,enter,YES,10,0.75,0.1313,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEOHS-26SBRO-46,KXVOTEGENERAL,enter,YES,0.05,0.91,0.0003,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATEOHS-26SBRO-48,KXVOTEGENERAL,enter,YES,4.5,0.76,0.0575,,yes_ask,yes
2026-09-22,favorite-cash,KXVOTEGENERAL-SENATETX-26JTAL-48,KXVOTEGENERAL,enter,YES,5.4,0.69,0.0809,,yes_ask,yes
2026-09-19,longshot-lotto,CONTROLH-2026-R,CONTROLH,enter,YES,13636.36,0.11,93.45,,yes_ask,no
2026-09-19,longshot-lotto,GOVPARTYAL-26-D,GOVPARTYAL,enter,YES,97.64,0.093,0.5766,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYAZ-26-R,GOVPARTYAZ,enter,YES,46.16,0.14,0.3891,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYMA-26-R,GOVPARTYMA,enter,YES,41.44,0.062,0.1687,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYME-26-R,GOVPARTYME,enter,YES,1.2,0.079,0.0062,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYMI-26-R,GOVPARTYMI,enter,YES,41.25,0.089,0.2342,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYMN-26-R,GOVPARTYMN,enter,YES,444.53,0.057,1.6726,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYNE-26-D,GOVPARTYNE,enter,YES,0.09,0.095,0.0006,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYNM-26-R,GOVPARTYNM,enter,YES,9.43,0.096,0.0573,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYNY-26-R,GOVPARTYNY,enter,YES,818.11,0.075,3.973,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYOK-26-D,GOVPARTYOK,enter,YES,194.9,0.099,1.217,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYOR-26-R,GOVPARTYOR,enter,YES,125.85,0.17,1.2431,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYRI-26-KBLO,GOVPARTYRI,enter,YES,38.91,0.08,0.2005,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYSC-26-D,GOVPARTYSC,enter,YES,0.6,0.067,0.0027,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYVT-26-D,GOVPARTYVT,enter,YES,111.1,0.087,0.6178,,yes_ask,yes
2026-09-19,longshot-lotto,GOVPARTYWI-26-R,GOVPARTYWI,enter,YES,155.32,0.2,1.7396,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSEAKAL-26-BHIL,HOUSEAKAL,enter,YES,0.9,0.13,0.0072,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSECA45-26-R,HOUSECA45,enter,YES,2.62,0.079,0.0134,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSEMN2-26-R,HOUSEMN2,enter,YES,4.75,0.092,0.0278,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENH1-26-R,HOUSENH1,enter,YES,0.35,0.087,0.002,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENJ7-26-R,HOUSENJ7,enter,YES,0.1,0.19,0.0011,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENM2-26-R,HOUSENM2,enter,YES,57.3,0.093,0.3384,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENV1-26-R,HOUSENV1,enter,YES,26,0.091,0.1506,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENY3-26-R,HOUSENY3,enter,YES,4.7,0.098,0.0291,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSENY4-26-R,HOUSENY4,enter,YES,711.22,0.091,4.1182,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSETX28-26-R,HOUSETX28,enter,YES,5.1,0.17,0.0504,,yes_ask,yes
2026-09-19,longshot-lotto,HOUSEVA7-26-R,HOUSEVA7,enter,YES,94.61,0.094,0.5641,,yes_ask,yes
2026-09-19,longshot-lotto,KXAKCOMBO-26NOV03-IDD,KXAKCOMBO,enter,YES,1.5,0.11,0.0103,,yes_ask,yes
2026-09-19,longshot-lotto,KXAKMOV-AKSENATE26NOV03-MPEL-P1,KXAKMOV,enter,YES,0.2,0.16,0.0019,,yes_ask,yes
2026-09-19,longshot-lotto,KXAKSENGOVCOMBO-26NOV-REPDEM,KXAKSENGOVCOMBO,enter,YES,3.58,0.09,0.0206,,yes_ask,yes
2026-09-19,longshot-lotto,KXAKSENGOVCOMBO-26NOV-REPREP,KXAKSENGOVCOMBO,enter,YES,6.9,0.18,0.0713,,yes_ask,yes
2026-09-19,longshot-lotto,KXATTYGENNY-26-R,KXATTYGENNY,enter,YES,4.89,0.096,0.0298,,yes_ask,yes
2026-09-19,longshot-lotto,KXATTYGENWI-26-R,KXATTYGENWI,enter,YES,5.55,0.19,0.0598,,yes_ask,yes
2026-09-19,longshot-lotto,KXBALANCEPOWERCOMBO-27FEB-RR,KXBALANCEPOWERCOMBO,enter,YES,13636.36,0.11,93.45,,yes_ask,no
2026-09-19,longshot-lotto,KXBERNIEENDORSE-26NOV03-JTAL,KXBERNIEENDORSE,enter,YES,37,0.17,0.3655,,yes_ask,yes
2026-09-19,longshot-lotto,KXBERNIEENDORSE-26NOV03-NRAM,KXBERNIEENDORSE,enter,YES,20,0.19,0.2155,,yes_ask,yes
2026-09-19,longshot-lotto,KXCAHOUSEDEM-26NOV03-E47,KXCAHOUSEDEM,enter,YES,14.36,0.2,0.1609,,yes_ask,yes
2026-09-19,longshot-lotto,KXCAHOUSEDEM-26NOV03-E49,KXCAHOUSEDEM,enter,YES,71.2,0.16,0.6699,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-AK,KXCLOSESTSENATE,enter,YES,17.21,0.077,0.0857,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-IA,KXCLOSESTSENATE,enter,YES,23.89,0.13,0.1892,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-KS,KXCLOSESTSENATE,enter,YES,58.22,0.07,0.2654,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-ME,KXCLOSESTSENATE,enter,YES,103.51,0.079,0.5272,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-MI,KXCLOSESTSENATE,enter,YES,66.37,0.089,0.3767,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-NE,KXCLOSESTSENATE,enter,YES,45.25,0.08,0.2332,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-OH,KXCLOSESTSENATE,enter,YES,10.26,0.11,0.0704,,yes_ask,yes
2026-09-19,longshot-lotto,KXCLOSESTSENATE-27JAN03-TX,KXCLOSESTSENATE,enter,YES,37.54,0.16,0.3532,,yes_ask,yes
2026-09-19,longshot-lotto,KXCORNYNTALARICO-26NOV03-YES,KXCORNYNTALARICO,enter,YES,380.33,0.19,4.0973,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-220,KXDHOUSESEATS,enter,YES,535.31,0.061,2.1464,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-224,KXDHOUSESEATS,enter,YES,130.74,0.095,0.7869,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-228,KXDHOUSESEATS,enter,YES,10.84,0.12,0.0802,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-232,KXDHOUSESEATS,enter,YES,151.81,0.14,1.2795,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-236,KXDHOUSESEATS,enter,YES,218.95,0.14,1.8454,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-240,KXDHOUSESEATS,enter,YES,219.52,0.12,1.6227,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-244,KXDHOUSESEATS,enter,YES,16.21,0.091,0.0939,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-248,KXDHOUSESEATS,enter,YES,45,0.06,0.1777,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATS-27-249,KXDHOUSESEATS,enter,YES,446.81,0.13,3.5374,,yes_ask,yes
2026-09-19,longshot-lotto,KXDHOUSESEATSDIR-27-A250,KXDHOUSESEATSDIR,enter,YES,54.67,0.25,0.7176,,yes_ask,yes
2026-09-19,longshot-lotto,KXDSENATESEATS-27-48,KXDSENATESEATS,enter,YES,25.89,0.076,0.1273,,yes_ask,yes
2026-09-19,longshot-lotto,KXDSENATESEATS-27-49,KXDSENATESEATS,enter,YES,136.54,0.096,0.8295,,yes_ask,yes
2026-09-19,longshot-lotto,KXDSENATESEATS-27-50,KXDSENATESEATS,enter,YES,319.78,0.14,2.6952,,yes_ask,yes
2026-09-19,longshot-lotto,KXDSENATESEATS-27-51,KXDSENATESEATS,enter,YES,277.06,0.16,2.6066,,yes_ask,yes
2026-09-19,longshot-lotto,KXDSENATESEATS-27-52,KXDSENATESEATS,enter,YES,2050.65,0.15,18.3021,,yes_ask,yes
2026-09-19,longshot-lotto,KXGASENGOVCOMBO-26NOV-REPREP,KXGASENGOVCOMBO,enter,YES,0.5,0.1,0.0032,,yes_ask,yes
2026-09-19,longshot-lotto,KXGENERALCOUNTY-SENATETX-26-BAST,KXGENERALCOUNTY,enter,YES,82.9,0.23,1.0278,,yes_ask,yes
2026-09-19,longshot-lotto,KXGENERALCOUNTY-SENATETX-26-BRAZ,KXGENERALCOUNTY,enter,YES,75.5,0.21,0.8768,,yes_ask,yes
2026-09-19,longshot-lotto,KXGOPBLACKVOTE-26NOV06-A14,KXGOPBLACKVOTE,enter,YES,221.4,0.07,1.009,,yes_ask,yes
2026-09-19,longshot-lotto,KXGOVAK-26-BWIL,KXGOVAK,enter,YES,7.3,0.16,0.0687,,yes_ask,yes
2026-09-19,longshot-lotto,KXGOVWINS-27JAN01-E0,KXGOVWINS,enter,YES,0.35,0.14,0.003,,yes_ask,yes
2026-09-19,longshot-lotto,KXHARRISCOUNTYJUDGE-26-OSAN,KXHARRISCOUNTYJUDGE,enter,YES,34.2,0.15,0.3053,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEMO5-26-R,KXHOUSEMO5,enter,YES,5.5,0.07,0.0251,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEPOPVOTEMARGIN-27NOV03-B13,KXHOUSEPOPVOTEMARGIN,enter,YES,133.16,0.11,0.9126,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEPOPVOTEMARGIN-27NOV03-B5,KXHOUSEPOPVOTEMARGIN,enter,YES,20,0.091,0.1159,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEPOPVOTEMARGIN-27NOV03-B50,KXHOUSEPOPVOTEMARGIN,enter,YES,556.65,0.067,2.4358,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEPOPVOTEMARGIN-27NOV03-B7,KXHOUSEPOPVOTEMARGIN,enter,YES,743.9,0.2,8.3317,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-AR02-26-D,KXHOUSERACE,enter,YES,18.64,0.16,0.1754,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-CA05-26-D,KXHOUSERACE,enter,YES,54.8,0.1,0.3453,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-CA26-26-R,KXHOUSERACE,enter,YES,0.1,0.093,0.0006,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-FL04-26-D,KXHOUSERACE,enter,YES,100,0.15,0.8925,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-FL15-26-D,KXHOUSERACE,enter,YES,14.9,0.099,0.0931,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-FL16-26-D,KXHOUSERACE,enter,YES,13.37,0.17,0.1321,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-FL18-26-D,KXHOUSERACE,enter,YES,8.9,0.12,0.0658,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-GA12-26-D,KXHOUSERACE,enter,YES,27.6,0.1,0.1739,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-KS02-26-D,KXHOUSERACE,enter,YES,15,0.16,0.1412,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-MD01-26-D,KXHOUSERACE,enter,YES,70.7,0.11,0.4846,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-MI01-26-D,KXHOUSERACE,enter,YES,18.7,0.065,0.0796,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-NC05-26-D,KXHOUSERACE,enter,YES,0.5,0.11,0.0035,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-NE01-26-D,KXHOUSERACE,enter,YES,1.9,0.2,0.0213,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-NY23-26-D,KXHOUSERACE,enter,YES,68.5,0.078,0.3449,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-OH07-26-R,KXHOUSERACE,enter,YES,0.01,0.21,0.0002,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-OH10-26-D,KXHOUSERACE,enter,YES,1,0.18,0.0104,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-OK05-26-D,KXHOUSERACE,enter,YES,83,0.11,0.5688,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-SC02-26-D,KXHOUSERACE,enter,YES,22.99,0.07,0.1048,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-TN06-26-D,KXHOUSERACE,enter,YES,4.8,0.07,0.0219,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-TN09-26-D,KXHOUSERACE,enter,YES,7.88,0.12,0.0583,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-VA06-26-D,KXHOUSERACE,enter,YES,0.5,0.088,0.0029,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-WA04-26-D,KXHOUSERACE,enter,YES,10,0.06,0.0395,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-WA05-26-D,KXHOUSERACE,enter,YES,3.9,0.16,0.0367,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSERACE-WI08-26-D,KXHOUSERACE,enter,YES,2,0.098,0.0124,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSETURNOUT-26NOV03-105,KXHOUSETURNOUT,enter,YES,2.2,0.09,0.0127,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSETURNOUT-26NOV03-120,KXHOUSETURNOUT,enter,YES,1,0.21,0.0117,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSETX9-26-D,KXHOUSETX9,enter,YES,20,0.15,0.1785,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-AZD-A6,KXHOUSEWINSTATE,enter,YES,12.99,0.07,0.0592,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-AZD-E3,KXHOUSEWINSTATE,enter,YES,15,0.17,0.1482,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-AZD-E4,KXHOUSEWINSTATE,enter,YES,10,0.17,0.0988,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-FLD-5-5,KXHOUSEWINSTATE,enter,YES,20,0.14,0.1686,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-FLD-7-7,KXHOUSEWINSTATE,enter,YES,5.2,0.19,0.0561,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-FLD-8-8,KXHOUSEWINSTATE,enter,YES,2,0.13,0.0159,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-MID-E6,KXHOUSEWINSTATE,enter,YES,8.2,0.18,0.0848,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-MID-E7,KXHOUSEWINSTATE,enter,YES,30,0.19,0.3232,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-NCD-E7,KXHOUSEWINSTATE,enter,YES,20,0.13,0.1584,,yes_ask,yes
2026-09-19,longshot-lotto,KXHOUSEWINSTATE-NYD-E18,KXHOUSEWINSTATE,enter,YES,1,0.1,0.0063,,yes_ask,yes
